page,country,clicks,impressions,ctr,position,date
https://advertools.readthedocs.io/,tha,3,11,0.2727272727272727,35.72727272727273,2023-01-31
https://advertools.readthedocs.io/,tun,3,4,0.75,1.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.code_recipes.spider_strategies.html,usa,3,1644,0.0018248175182481751,35.02433090024331,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,gbr,3,131,0.022900763358778626,40.458015267175576,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,rus,3,179,0.01675977653631285,49.77653631284916,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,tha,3,31,0.0967741935483871,28.93548387096774,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,usa,3,99,0.030303030303030304,24.444444444444443,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,nld,3,63,0.047619047619047616,21.047619047619047,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,rus,3,364,0.008241758241758242,38.5989010989011,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,gbr,3,200,0.015,58.515,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,pak,3,91,0.03296703296703297,43.35164835164835,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,fra,3,78,0.038461538461538464,21.26923076923077,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,ind,3,133,0.022556390977443608,30.63157894736842,2023-01-31
https://advertools.readthedocs.io/,bgd,2,7,0.2857142857142857,1.2857142857142856,2023-01-31
https://advertools.readthedocs.io/,che,2,7,0.2857142857142857,36.714285714285715,2023-01-31
https://advertools.readthedocs.io/,egy,2,16,0.125,39.75,2023-01-31
https://advertools.readthedocs.io/,fin,2,4,0.5,19.0,2023-01-31
https://advertools.readthedocs.io/,grc,2,9,0.2222222222222222,9.666666666666666,2023-01-31
https://advertools.readthedocs.io/,hkg,2,6,0.3333333333333333,27.333333333333332,2023-01-31
https://advertools.readthedocs.io/,isr,2,7,0.2857142857142857,34.57142857142857,2023-01-31
https://advertools.readthedocs.io/,ita,2,12,0.16666666666666666,36.75,2023-01-31
https://advertools.readthedocs.io/,lux,2,3,0.6666666666666666,24.666666666666668,2023-01-31
https://advertools.readthedocs.io/,srb,2,3,0.6666666666666666,23.666666666666668,2023-01-31
https://advertools.readthedocs.io/,ukr,2,19,0.10526315789473684,50.05263157894737,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,esp,2,39,0.05128205128205128,38.43589743589744,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,isr,2,24,0.08333333333333333,24.291666666666668,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,usa,2,836,0.0023923444976076554,42.71291866028708,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,ind,2,73,0.0273972602739726,11.465753424657533,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,deu,2,50,0.04,46.86,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,bel,2,27,0.07407407407407407,27.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,bra,2,320,0.00625,32.953125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,che,2,30,0.06666666666666667,17.933333333333334,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,esp,2,72,0.027777777777777776,31.77777777777778,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,gbr,2,564,0.0035460992907801418,38.3741134751773,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,irn,2,28,0.07142857142857142,24.857142857142858,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,sau,2,20,0.1,30.05,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,sgp,2,64,0.03125,42.78125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,deu,2,188,0.010638297872340425,32.462765957446805,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,pol,2,115,0.017391304347826087,51.40869565217391,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,ind,2,557,0.003590664272890485,42.31238779174147,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,esp,2,55,0.03636363636363636,21.472727272727273,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,gbr,2,86,0.023255813953488372,31.686046511627907,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,usa,2,540,0.003703703703703704,58.26481481481481,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.urlytics.html,usa,2,610,0.003278688524590164,19.6,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,gbr,2,184,0.010869565217391304,22.26086956521739,2023-01-31
https://advertools.readthedocs.io/,aut,1,2,0.5,29.5,2023-01-31
https://advertools.readthedocs.io/,aze,1,3,0.3333333333333333,42.0,2023-01-31
https://advertools.readthedocs.io/,bgr,1,3,0.3333333333333333,46.666666666666664,2023-01-31
https://advertools.readthedocs.io/,bih,1,2,0.5,26.0,2023-01-31
https://advertools.readthedocs.io/,blr,1,6,0.16666666666666666,57.5,2023-01-31
https://advertools.readthedocs.io/,chn,1,2,0.5,32.0,2023-01-31
https://advertools.readthedocs.io/,col,1,8,0.125,40.625,2023-01-31
https://advertools.readthedocs.io/,dnk,1,2,0.5,1.0,2023-01-31
https://advertools.readthedocs.io/,dza,1,5,0.2,44.4,2023-01-31
https://advertools.readthedocs.io/,ecu,1,5,0.2,17.6,2023-01-31
https://advertools.readthedocs.io/,jey,1,1,1.0,1.0,2023-01-31
https://advertools.readthedocs.io/,kaz,1,4,0.25,53.75,2023-01-31
https://advertools.readthedocs.io/,lka,1,1,1.0,1.0,2023-01-31
https://advertools.readthedocs.io/,ltu,1,4,0.25,52.75,2023-01-31
https://advertools.readthedocs.io/,lva,1,4,0.25,46.0,2023-01-31
https://advertools.readthedocs.io/,mex,1,16,0.0625,44.3125,2023-01-31
https://advertools.readthedocs.io/,per,1,4,0.25,54.25,2023-01-31
https://advertools.readthedocs.io/,phl,1,19,0.05263157894736842,58.0,2023-01-31
https://advertools.readthedocs.io/,prt,1,8,0.125,55.375,2023-01-31
https://advertools.readthedocs.io/,qat,1,2,0.5,22.5,2023-01-31
https://advertools.readthedocs.io/,rou,1,8,0.125,69.75,2023-01-31
https://advertools.readthedocs.io/,syr,1,1,1.0,1.0,2023-01-31
https://advertools.readthedocs.io/,ven,1,3,0.3333333333333333,38.0,2023-01-31
https://advertools.readthedocs.io/,zaf,1,5,0.2,57.2,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,egy,1,5,0.2,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,ind,1,16,0.0625,32.75,2023-01-31
https://advertools.readthedocs.io/en/master/_modules/advertools/emoji.html,ind,1,25,0.04,34.6,2023-01-31
https://advertools.readthedocs.io/en/master/_modules/advertools/serp.html,per,1,7,0.14285714285714285,60.0,2023-01-31
https://advertools.readthedocs.io/en/master/_modules/advertools/serp.html,rou,1,3,0.3333333333333333,42.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.cli.cli.html,ind,1,5,0.2,36.2,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,can,1,68,0.014705882352941176,34.588235294117645,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,cze,1,27,0.037037037037037035,38.111111111111114,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,ecu,1,11,0.09090909090909091,30.363636363636363,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,idn,1,51,0.0196078431372549,32.549019607843135,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,irn,1,18,0.05555555555555555,18.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,ita,1,37,0.02702702702702703,39.729729729729726,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,kaz,1,13,0.07692307692307693,31.076923076923077,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,lbn,1,4,0.25,28.25,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,mex,1,28,0.03571428571428571,44.607142857142854,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,nzl,1,6,0.16666666666666666,22.166666666666668,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,rou,1,15,0.06666666666666667,41.46666666666667,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,tun,1,13,0.07692307692307693,30.615384615384617,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,tur,1,56,0.017857142857142856,41.32142857142857,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.emoji.html,yem,1,2,0.5,12.5,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,deu,1,11,0.09090909090909091,9.545454545454545,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,fra,1,23,0.043478260869565216,15.08695652173913,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,gbr,1,15,0.06666666666666667,10.933333333333334,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.extract.html,lka,1,3,0.3333333333333333,19.333333333333332,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,esp,1,31,0.03225806451612903,53.935483870967744,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,idn,1,91,0.01098901098901099,53.43956043956044,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,ita,1,26,0.038461538461538464,46.88461538461539,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,jpn,1,29,0.034482758620689655,51.41379310344828,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,kor,1,69,0.014492753623188406,66.28985507246377,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.kw_generate.html,vnm,1,75,0.013333333333333334,51.84,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,alb,1,6,0.16666666666666666,23.166666666666668,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,arm,1,6,0.16666666666666666,26.5,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,aus,1,64,0.015625,24.828125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,aut,1,23,0.043478260869565216,26.956521739130434,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,bgd,1,32,0.03125,42.8125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,bgr,1,24,0.041666666666666664,32.25,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,chn,1,14,0.07142857142857142,6.142857142857143,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,cmr,1,1,1.0,8.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,cze,1,39,0.02564102564102564,29.923076923076923,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,dnk,1,14,0.07142857142857142,19.214285714285715,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,egy,1,71,0.014084507042253521,49.7887323943662,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,hkg,1,35,0.02857142857142857,22.742857142857144,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,idn,1,141,0.0070921985815602835,39.54609929078014,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,isr,1,64,0.015625,14.28125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,jpn,1,63,0.015873015873015872,37.20634920634921,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,kor,1,190,0.005263157894736842,43.636842105263156,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,ltu,1,29,0.034482758620689655,28.79310344827586,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,mys,1,98,0.01020408163265306,42.89795918367347,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,pak,1,75,0.013333333333333334,36.96,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,phl,1,144,0.006944444444444444,30.04861111111111,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,pol,1,70,0.014285714285714285,29.485714285714284,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,swe,1,28,0.03571428571428571,21.357142857142858,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,tun,1,8,0.125,38.375,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,tur,1,192,0.005208333333333333,33.40625,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.logs.html,zaf,1,28,0.03571428571428571,30.5,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,aus,1,74,0.013513513513513514,37.391891891891895,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,bel,1,28,0.03571428571428571,27.357142857142858,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,can,1,95,0.010526315789473684,51.34736842105263,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,dza,1,10,0.1,48.7,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,fra,1,91,0.01098901098901099,47.61538461538461,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,hun,1,21,0.047619047619047616,63.38095238095238,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,idn,1,171,0.005847953216374269,66.35672514619883,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,irq,1,19,0.05263157894736842,65.26315789473684,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,ita,1,47,0.02127659574468085,51.361702127659576,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,rus,1,251,0.00398406374501992,56.69322709163347,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,sau,1,15,0.06666666666666667,54.46666666666667,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.reverse_dns_lookup.html,tur,1,149,0.006711409395973154,64.08053691275168,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.robotstxt.html,deu,1,235,0.00425531914893617,40.97021276595745,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.robotstxt.html,usa,1,5134,0.00019477989871445267,65.77950915465524,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,arg,1,132,0.007575757575757576,64.71969696969697,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,bel,1,30,0.03333333333333333,59.63333333333333,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,deu,1,176,0.005681818181818182,43.11363636363637,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,gbr,1,299,0.0033444816053511705,56.719063545150505,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,pak,1,114,0.008771929824561403,56.24561403508772,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,rus,1,382,0.002617801047120419,62.66492146596859,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.sitemaps.html,tur,1,319,0.003134796238244514,56.843260188087775,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,deu,1,240,0.004166666666666667,40.2125,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,ecu,1,29,0.034482758620689655,41.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,fra,1,255,0.00392156862745098,46.07058823529412,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,kor,1,246,0.0040650406504065045,44.386178861788615,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,rou,1,62,0.016129032258064516,45.064516129032256,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.spider.html,usa,1,5475,0.00018264840182648402,44.1537899543379,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,arg,1,32,0.03125,46.65625,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,ind,1,186,0.005376344086021506,43.96236559139785,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,kor,1,69,0.014492753623188406,57.028985507246375,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,pol,1,59,0.01694915254237288,15.728813559322035,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.stopwords.html,syr,1,2,0.5,16.5,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.url_builders.html,fra,1,1,1.0,13.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.urlytics.html,aus,1,16,0.0625,10.9375,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.urlytics.html,deu,1,87,0.011494252873563218,10.045977011494253,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.urlytics.html,fra,1,43,0.023255813953488372,14.046511627906977,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.urlytics.html,nld,1,20,0.05,15.85,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,aus,1,55,0.01818181818181818,19.454545454545453,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,can,1,44,0.022727272727272728,31.636363636363637,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,cze,1,6,0.16666666666666666,40.5,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,moz,1,1,1.0,6.0,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,tha,1,11,0.09090909090909091,18.818181818181817,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_frequency.html,twn,1,20,0.05,30.85,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_tokenize.html,esp,1,20,0.05,12.6,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_tokenize.html,ind,1,354,0.002824858757062147,10.378531073446327,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.word_tokenize.html,usa,1,608,0.001644736842105263,15.916118421052632,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.youtube.html,ind,1,53,0.018867924528301886,19.09433962264151,2023-01-31
https://advertools.readthedocs.io/en/master/advertools.youtube.html,pse,1,3,0.3333333333333333,19.0,2023-01-31
https://advertools.readthedocs.io/en/master/include_changelog.html,deu,1,27,0.037037037037037035,1.1111111111111112,2023-01-31
https://advertools.readthedocs.io/en/master/readme.html,fin,1,3,0.3333333333333333,1.3333333333333333,2023-01-31
https://advertools.readthedocs.io/en/master/readme.html,ind,1,63,0.015873015873015872,8.507936507936508,2023-01-31
https://advertools.readthedocs.io/en/master/readme.html,nga,1,2,0.5,1.5,2023-01-31
https://advertools.readthedocs.io/en/master/readme.html,pak,1,18,0.05555555555555555,13.944444444444445,2023-01-31
https://advertools.readthedocs.io/,and,0,1,0.0,84.0,2023-01-31
https://advertools.readthedocs.io/,are,0,7,0.0,58.142857142857146,2023-01-31
https://advertools.readthedocs.io/,arg,0,12,0.0,45.833333333333336,2023-01-31
https://advertools.readthedocs.io/,bel,0,3,0.0,34.666666666666664,2023-01-31
https://advertools.readthedocs.io/,bol,0,1,0.0,69.0,2023-01-31
https://advertools.readthedocs.io/,bwa,0,1,0.0,7.0,2023-01-31
https://advertools.readthedocs.io/,chl,0,4,0.0,42.0,2023-01-31
https://advertools.readthedocs.io/,cpv,0,1,0.0,58.0,2023-01-31
https://advertools.readthedocs.io/,cri,0,1,0.0,54.0,2023-01-31
https://advertools.readthedocs.io/,cuw,0,2,0.0,82.0,2023-01-31
https://advertools.readthedocs.io/,cyp,0,1,0.0,64.0,2023-01-31
https://advertools.readthedocs.io/,cze,0,12,0.0,68.33333333333333,2023-01-31
https://advertools.readthedocs.io/,gtm,0,2,0.0,26.5,2023-01-31
https://advertools.readthedocs.io/,hun,0,5,0.0,69.0,2023-01-31
https://advertools.readthedocs.io/,irq,0,5,0.0,56.6,2023-01-31
https://advertools.readthedocs.io/,jor,0,2,0.0,23.0,2023-01-31
https://advertools.readthedocs.io/,ken,0,5,0.0,20.2,2023-01-31
https://advertools.readthedocs.io/,khm,0,1,0.0,46.0,2023-01-31
https://advertools.readthedocs.io/,lao,0,1,0.0,59.0,2023-01-31
https://advertools.readthedocs.io/,mar,0,2,0.0,48.5,2023-01-31
https://advertools.readthedocs.io/,mco,0,1,0.0,50.0,2023-01-31
https://advertools.readthedocs.io/,mda,0,7,0.0,59.0,2023-01-31
https://advertools.readthedocs.io/,mkd,0,1,0.0,61.0,2023-01-31
https://advertools.readthedocs.io/,mmr,0,1,0.0,61.0,2023-01-31
https://advertools.readthedocs.io/,moz,0,1,0.0,74.0,2023-01-31
https://advertools.readthedocs.io/,mys,0,10,0.0,64.0,2023-01-31
https://advertools.readthedocs.io/,nga,0,2,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/,nor,0,2,0.0,74.5,2023-01-31
https://advertools.readthedocs.io/,omn,0,1,0.0,74.0,2023-01-31
https://advertools.readthedocs.io/,pse,0,7,0.0,56.142857142857146,2023-01-31
https://advertools.readthedocs.io/,sau,0,1,0.0,78.0,2023-01-31
https://advertools.readthedocs.io/,sen,0,2,0.0,70.0,2023-01-31
https://advertools.readthedocs.io/,svk,0,2,0.0,41.5,2023-01-31
https://advertools.readthedocs.io/,svn,0,2,0.0,52.5,2023-01-31
https://advertools.readthedocs.io/,swe,0,3,0.0,41.666666666666664,2023-01-31
https://advertools.readthedocs.io/,tto,0,1,0.0,82.0,2023-01-31
https://advertools.readthedocs.io/,twn,0,21,0.0,51.095238095238095,2023-01-31
https://advertools.readthedocs.io/,vnm,0,26,0.0,57.61538461538461,2023-01-31
https://advertools.readthedocs.io/,zzz,0,1,0.0,59.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,are,0,1,0.0,31.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,arg,0,3,0.0,36.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,aus,0,6,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,aut,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,aze,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,bgd,0,2,0.0,7.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,bgr,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,blr,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,bra,0,10,0.0,10.5,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,can,0,6,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,che,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,chn,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,col,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,deu,0,19,0.0,2.736842105263158,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,dnk,0,2,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,esp,0,8,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,fin,0,1,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,fra,0,13,0.0,1.6923076923076923,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,gbr,0,25,0.0,4.2,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,grc,0,2,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,hkg,0,2,0.0,1.0,2023-01-31
https://advertools.readthedocs.io/_/downloads/en/master/pdf/,idn,0,5,0.0,1.0,2023-01-31
